gene_or_label,day,value,condition
alpha-D-Galacturonic acid 1-phosphate,177,-1.352031534,0d darkness
alpha-Ketoglutaric acid,177,-1.081370146,0d darkness
Argininosuccinic acid,177,-0.600329964,0d darkness
Aspartic acid,177,-0.528257593,0d darkness
beta-Nicotinamide adenine dinucleotide,177,-0.7307434,0d darkness
Cellobiitol,177,-0.01452814,0d darkness
Citric acid,177,1.354048286,0d darkness
Flavin Mononucleotide,177,-0.069285788,0d darkness
Flavine adenine dinucleotide (FAD),177,-0.483894729,0d darkness
Formimino-L-Aspartic acid,177,0.264575078,0d darkness
Glucoalyssin,177,-2.547964392,0d darkness
Glucohirsutin,177,0.200743891,0d darkness
Glucoiberin,177,-1.4788511,0d darkness
Gluconic acid,177,-0.007338984,0d darkness
"Glutamic acid, N-acetyl-",177,-0.607904783,0d darkness
Glutathione,177,-1.12906995,0d darkness
Guanosine,177,-0.874036251,0d darkness
2-Isopropylmalic acid,177,-0.343875848,0d darkness
Histidine,177,-2.104976024,0d darkness
Iminodiacetic acid,177,0.258902375,0d darkness
Leucine,177,-1.250285535,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,177,-2.802998412,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,177,-3.56819051,0d darkness
Lactobionic acid,177,0.206514735,0d darkness
Lactulose,177,-0.34238162,0d darkness
Isoleucine,177,-1.173787399,0d darkness
Loganin,177,0.19647017,0d darkness
"3,4-Dihydroxybenzoic acid",177,-0.958099194,0d darkness
Malic acid,177,-0.731890382,0d darkness
Mimosine,177,0.049327749,0d darkness
"N,N-Dimethylglycine",177,-0.592685314,0d darkness
N-Acetyl-L-Tyrosine,177,-2.246445368,0d darkness
Naringin,177,-0.433915286,0d darkness
N-Ethylmaleamic acid,177,-0.077879515,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),177,0.00961451,0d darkness
O-palmitoyl-L-Carnitine chloride,177,0.054697268,0d darkness
Pantothenic acid (Vitamine B5) ,177,-0.336105381,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,177,-0.799382529,0d darkness
3-Hydroxyphenylacetic acid,177,-0.181369277,0d darkness
porphobilinogen,177,-0.574518088,0d darkness
Purine,177,-0.80555778,0d darkness
Pyroglutamic acid,177,-1.144230812,0d darkness
"Quercetin 3,7-dirhamnoside",177,-3.059349093,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,177,-3.270780451,0d darkness
Riboflavin ,177,-0.2015722,0d darkness
Rutin,177,-2.547553132,0d darkness
Saccharic acid,177,0.399402812,0d darkness
S-Adenosyl-L-Homocysteine,177,-0.873539101,0d darkness
Sedoheptulose,177,0.092942715,0d darkness
Serine,177,-1.112025309,0d darkness
Sinapoylglucose,177,-1.091663218,0d darkness
Succinoadenosine,177,-0.276043717,0d darkness
"Trehalose, alpha,beta-",177,0.278315508,0d darkness
Tyrosine,177,-0.807444504,0d darkness
Uric acid,177,-1.661232971,0d darkness
Uridine,177,-0.859504988,0d darkness
Uridine-5'-diphosphogalactose,177,-0.638510105,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,178,-0.049588506,0d darkness
Phe-Val,178,0.697739911,0d darkness
6-Hydroxymelatonin,178,-0.028210053,0d darkness
adenine,178,-0.553125304,0d darkness
Adenosine,178,-0.748580041,0d darkness
Allantoic acid,178,-0.071593329,0d darkness
alpha-D-Galacturonic acid 1-phosphate,178,-1.274888456,0d darkness
alpha-Ketoglutaric acid,178,-0.96222091,0d darkness
Argininosuccinic acid,178,-0.897332629,0d darkness
Aspartic acid,178,-0.516400393,0d darkness
beta-Nicotinamide adenine dinucleotide,178,-0.736423206,0d darkness
Cellobiitol,178,0.022839765,0d darkness
Citric acid,178,1.649054505,0d darkness
Flavin Mononucleotide,178,-0.073310725,0d darkness
Flavine adenine dinucleotide (FAD),178,-0.439307403,0d darkness
Formimino-L-Aspartic acid,178,-0.085704499,0d darkness
Glucoalyssin,178,-3.606618907,0d darkness
Glucohirsutin,178,0.151125862,0d darkness
Glucoiberin,178,-1.488945024,0d darkness
Gluconic acid,178,-0.068691399,0d darkness
"Glutamic acid, N-acetyl-",178,-0.725641979,0d darkness
Glutathione,178,-1.407672421,0d darkness
Guanosine,178,-0.955139321,0d darkness
2-Isopropylmalic acid,178,-0.277111791,0d darkness
Histidine,178,-2.103619162,0d darkness
Iminodiacetic acid,178,-0.074359403,0d darkness
Leucine,178,-1.055817356,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,178,-2.336149489,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,178,-4.591230366,0d darkness
Lactobionic acid,178,-0.063424742,0d darkness
Lactulose,178,-0.253414696,0d darkness
Isoleucine,178,-1.340274304,0d darkness
Loganin,178,1.036976096,0d darkness
"3,4-Dihydroxybenzoic acid",178,-1.20322627,0d darkness
Malic acid,178,-0.569174738,0d darkness
Mimosine,178,0.000260105,0d darkness
"N,N-Dimethylglycine",178,-0.69260905,0d darkness
N-Acetyl-L-Tyrosine,178,-1.912549502,0d darkness
Naringin,178,-1.407240572,0d darkness
N-Ethylmaleamic acid,178,-0.226363453,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),178,0.099957518,0d darkness
O-palmitoyl-L-Carnitine chloride,178,0.005059811,0d darkness
Pantothenic acid (Vitamine B5) ,178,0.119112851,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,178,-0.74059049,0d darkness
3-Hydroxyphenylacetic acid,178,-0.694598208,0d darkness
porphobilinogen,178,-0.885079238,0d darkness
Purine,178,-0.935458914,0d darkness
Pyroglutamic acid,178,-1.286055634,0d darkness
"Quercetin 3,7-dirhamnoside",178,-4.226795028,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,178,-5.103342835,0d darkness
Riboflavin ,178,-0.235317137,0d darkness
Rutin,178,-2.473465392,0d darkness
Saccharic acid,178,0.377060404,0d darkness
S-Adenosyl-L-Homocysteine,178,-0.808509139,0d darkness
Sedoheptulose,178,-0.020392721,0d darkness
Serine,178,-1.216716814,0d darkness
Sinapoylglucose,178,-1.893149841,0d darkness
Succinoadenosine,178,-1.104052734,0d darkness
"Trehalose, alpha,beta-",178,0.254029462,0d darkness
Tyrosine,178,-0.92602345,0d darkness
Uric acid,178,-2.097947675,0d darkness
Uridine,178,-1.022514366,0d darkness
Uridine-5'-diphosphogalactose,178,-0.677705249,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,179,-0.252887176,0d darkness
Phe-Val,179,1.123207375,0d darkness
6-Hydroxymelatonin,179,-0.021493554,0d darkness
adenine,179,-0.10454986,0d darkness
Adenosine,179,-0.334191587,0d darkness
Allantoic acid,179,0.377078167,0d darkness
alpha-D-Galacturonic acid 1-phosphate,179,-1.192412872,0d darkness
alpha-Ketoglutaric acid,179,-0.893833356,0d darkness
Argininosuccinic acid,179,-0.663928208,0d darkness
Aspartic acid,179,-0.357072832,0d darkness
beta-Nicotinamide adenine dinucleotide,179,-0.605329399,0d darkness
Cellobiitol,179,0.023298276,0d darkness
Citric acid,179,1.855430778,0d darkness
Flavin Mononucleotide,179,-0.298874413,0d darkness
Flavine adenine dinucleotide (FAD),179,-0.451835309,0d darkness
Formimino-L-Aspartic acid,179,0.167085667,0d darkness
Glucoalyssin,179,-5.990306668,0d darkness
Glucohirsutin,179,-0.060762203,0d darkness
Glucoiberin,179,-1.44226957,0d darkness
Gluconic acid,179,-0.023581177,0d darkness
"Glutamic acid, N-acetyl-",179,-0.572901522,0d darkness
Glutathione,179,-1.553299928,0d darkness
Guanosine,179,-0.228207145,0d darkness
2-Isopropylmalic acid,179,-0.28154167,0d darkness
Histidine,179,-1.864931383,0d darkness
Iminodiacetic acid,179,0.396305456,0d darkness
Leucine,179,-1.077872679,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,179,-3.480184432,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,179,-3.167696223,0d darkness
Lactobionic acid,179,-0.352054093,0d darkness
Lactulose,179,-0.335329351,0d darkness
Isoleucine,179,-1.11374737,0d darkness
Loganin,179,0.730688695,0d darkness
"3,4-Dihydroxybenzoic acid",179,-0.895558731,0d darkness
Malic acid,179,-0.675781405,0d darkness
Mimosine,179,0.026520694,0d darkness
"N,N-Dimethylglycine",179,-0.643869132,0d darkness
N-Acetyl-L-Tyrosine,179,-1.756572399,0d darkness
Naringin,179,-2.160769539,0d darkness
N-Ethylmaleamic acid,179,-0.160686073,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),179,-0.017791799,0d darkness
O-palmitoyl-L-Carnitine chloride,179,0.071969434,0d darkness
Pantothenic acid (Vitamine B5) ,179,0.022290594,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,179,-0.640702552,0d darkness
3-Hydroxyphenylacetic acid,179,-0.080484557,0d darkness
porphobilinogen,179,-0.454021118,0d darkness
Purine,179,-1.004308075,0d darkness
Pyroglutamic acid,179,-1.226977268,0d darkness
"Quercetin 3,7-dirhamnoside",179,-3.898811296,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,179,-3.033492417,0d darkness
Riboflavin ,179,-0.083526629,0d darkness
Rutin,179,-2.467081792,0d darkness
Saccharic acid,179,0.474995994,0d darkness
S-Adenosyl-L-Homocysteine,179,-0.898892558,0d darkness
Sedoheptulose,179,0.115546314,0d darkness
Serine,179,-1.138590749,0d darkness
Sinapoylglucose,179,-2.771628063,0d darkness
Succinoadenosine,179,-0.239826585,0d darkness
"Trehalose, alpha,beta-",179,0.404155615,0d darkness
Tyrosine,179,-0.977530465,0d darkness
Uric acid,179,-2.659899207,0d darkness
Uridine,179,-0.811258781,0d darkness
Uridine-5'-diphosphogalactose,179,-0.583241559,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,180,-0.439585108,0d darkness
Phe-Val,180,0.329553129,0d darkness
6-Hydroxymelatonin,180,-0.03887013,0d darkness
adenine,180,-0.187657409,0d darkness
Adenosine,180,-0.73736182,0d darkness
Allantoic acid,180,-0.490990128,0d darkness
alpha-D-Galacturonic acid 1-phosphate,180,-0.718211921,0d darkness
alpha-Ketoglutaric acid,180,-1.088036445,0d darkness
Argininosuccinic acid,180,-0.833725696,0d darkness
Aspartic acid,180,-0.543564787,0d darkness
beta-Nicotinamide adenine dinucleotide,180,-0.722910362,0d darkness
Cellobiitol,180,0.000221105,0d darkness
Citric acid,180,1.785136231,0d darkness
Flavin Mononucleotide,180,-0.190741988,0d darkness
Flavine adenine dinucleotide (FAD),180,-0.468783707,0d darkness
Formimino-L-Aspartic acid,180,0.302009595,0d darkness
Glucoalyssin,180,-0.557289679,0d darkness
Glucohirsutin,180,0.259648061,0d darkness
Glucoiberin,180,-1.438333244,0d darkness
Gluconic acid,180,0.000687312,0d darkness
"Glutamic acid, N-acetyl-",180,-1.056040704,0d darkness
Glutathione,180,-1.429031184,0d darkness
Guanosine,180,-0.728223562,0d darkness
2-Isopropylmalic acid,180,-0.356492364,0d darkness
Histidine,180,-2.402287482,0d darkness
Iminodiacetic acid,180,-0.425617679,0d darkness
Leucine,180,-1.257550007,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,180,-10.76903366,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,180,-2.321915647,0d darkness
Lactobionic acid,180,-0.04819303,0d darkness
Lactulose,180,-0.298274686,0d darkness
Isoleucine,180,-1.393489001,0d darkness
Loganin,180,-0.848771185,0d darkness
"3,4-Dihydroxybenzoic acid",180,-1.060949988,0d darkness
Malic acid,180,-0.663092328,0d darkness
Mimosine,180,0.048376883,0d darkness
"N,N-Dimethylglycine",180,-0.674375329,0d darkness
N-Acetyl-L-Tyrosine,180,-2.383624028,0d darkness
Naringin,180,-1.993281177,0d darkness
N-Ethylmaleamic acid,180,-0.184719958,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),180,-0.004711975,0d darkness
O-palmitoyl-L-Carnitine chloride,180,0.026418637,0d darkness
Pantothenic acid (Vitamine B5) ,180,-0.180199201,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,180,-0.617945448,0d darkness
3-Hydroxyphenylacetic acid,180,0.711101538,0d darkness
porphobilinogen,180,-0.175150079,0d darkness
Purine,180,-0.853542411,0d darkness
Pyroglutamic acid,180,-1.383974883,0d darkness
"Quercetin 3,7-dirhamnoside",180,-3.771205398,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,180,-2.20785582,0d darkness
Riboflavin ,180,-0.177664106,0d darkness
Rutin,180,-2.45389988,0d darkness
Saccharic acid,180,0.514892732,0d darkness
S-Adenosyl-L-Homocysteine,180,-0.84103589,0d darkness
Sedoheptulose,180,-0.01498377,0d darkness
Serine,180,-1.186516495,0d darkness
Sinapoylglucose,180,-2.290225584,0d darkness
Succinoadenosine,180,-0.30049803,0d darkness
"Trehalose, alpha,beta-",180,0.066992132,0d darkness
Tyrosine,180,-0.887146826,0d darkness
Uric acid,180,-2.684228892,0d darkness
Uridine,180,-0.827030672,0d darkness
Uridine-5'-diphosphogalactose,180,-0.757765615,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,181,-0.200302082,0d darkness
Phe-Val,181,-0.270526846,0d darkness
6-Hydroxymelatonin,181,-0.030128625,0d darkness
adenine,181,-0.435792631,0d darkness
Adenosine,181,-0.332961488,0d darkness
Allantoic acid,181,-0.233665818,0d darkness
alpha-D-Galacturonic acid 1-phosphate,181,-0.966235835,0d darkness
alpha-Ketoglutaric acid,181,-1.000747603,0d darkness
Argininosuccinic acid,181,-0.537814107,0d darkness
Aspartic acid,181,-0.420689652,0d darkness
beta-Nicotinamide adenine dinucleotide,181,-0.707218523,0d darkness
Cellobiitol,181,0.067611013,0d darkness
Citric acid,181,1.732075231,0d darkness
Flavin Mononucleotide,181,-0.214935696,0d darkness
Flavine adenine dinucleotide (FAD),181,-0.623093047,0d darkness
Formimino-L-Aspartic acid,181,0.171832623,0d darkness
Glucoalyssin,181,-2.78972787,0d darkness
Glucohirsutin,181,-0.170003253,0d darkness
Glucoiberin,181,-1.423756218,0d darkness
Gluconic acid,181,-0.005057637,0d darkness
"Glutamic acid, N-acetyl-",181,-0.541077155,0d darkness
Glutathione,181,-1.27247004,0d darkness
Guanosine,181,-0.366411024,0d darkness
2-Isopropylmalic acid,181,-0.07850986,0d darkness
Histidine,181,-1.989370938,0d darkness
Iminodiacetic acid,181,-0.264882516,0d darkness
Leucine,181,-1.300303762,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,181,-3.71699977,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,181,-4.955803921,0d darkness
Lactobionic acid,181,0.026828599,0d darkness
Lactulose,181,-0.174468262,0d darkness
Isoleucine,181,-1.219041617,0d darkness
Loganin,181,0.392627085,0d darkness
"3,4-Dihydroxybenzoic acid",181,-0.947426654,0d darkness
Malic acid,181,-0.660421675,0d darkness
Mimosine,181,0.067069895,0d darkness
"N,N-Dimethylglycine",181,-0.759691584,0d darkness
N-Acetyl-L-Tyrosine,181,-2.35899831,0d darkness
Naringin,181,-1.671217646,0d darkness
N-Ethylmaleamic acid,181,0.085001275,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),181,-0.032315603,0d darkness
O-palmitoyl-L-Carnitine chloride,181,0.027939592,0d darkness
Pantothenic acid (Vitamine B5) ,181,0.148701871,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,181,-0.465277244,0d darkness
3-Hydroxyphenylacetic acid,181,-0.155110275,0d darkness
porphobilinogen,181,-0.187769109,0d darkness
Purine,181,-0.773964078,0d darkness
Pyroglutamic acid,181,-1.260361019,0d darkness
"Quercetin 3,7-dirhamnoside",181,-4.387513457,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,181,-5.682373416,0d darkness
Riboflavin ,181,-0.138527786,0d darkness
Rutin,181,-2.528848325,0d darkness
Saccharic acid,181,0.336681858,0d darkness
S-Adenosyl-L-Homocysteine,181,-0.820230948,0d darkness
Sedoheptulose,181,0.183758782,0d darkness
Serine,181,-1.172916892,0d darkness
Sinapoylglucose,181,-2.502905629,0d darkness
Succinoadenosine,181,-0.182003572,0d darkness
"Trehalose, alpha,beta-",181,0.401320564,0d darkness
Tyrosine,181,-0.737268715,0d darkness
Uric acid,181,-1.503289492,0d darkness
Uridine,181,-0.828214425,0d darkness
Uridine-5'-diphosphogalactose,181,-0.679974897,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,182,-0.260081071,0d darkness
Phe-Val,182,0.121745959,0d darkness
6-Hydroxymelatonin,182,-0.039689618,0d darkness
adenine,182,-0.349288093,0d darkness
Adenosine,182,-0.924936193,0d darkness
Allantoic acid,182,-0.006499796,0d darkness
alpha-D-Galacturonic acid 1-phosphate,182,-0.575067611,0d darkness
alpha-Ketoglutaric acid,182,-1.00108023,0d darkness
Argininosuccinic acid,182,-1.010599027,0d darkness
Aspartic acid,182,-0.450663258,0d darkness
beta-Nicotinamide adenine dinucleotide,182,-0.758515232,0d darkness
Cellobiitol,182,-0.016221733,0d darkness
Citric acid,182,1.652422124,0d darkness
Flavin Mononucleotide,182,-0.136942512,0d darkness
Flavine adenine dinucleotide (FAD),182,-0.368557581,0d darkness
Formimino-L-Aspartic acid,182,0.049061617,0d darkness
Glucoalyssin,182,-2.775323853,0d darkness
Glucohirsutin,182,0.526774278,0d darkness
Glucoiberin,182,-1.478492626,0d darkness
Gluconic acid,182,0.011417797,0d darkness
"Glutamic acid, N-acetyl-",182,-0.632456937,0d darkness
Glutathione,182,-1.408198534,0d darkness
Guanosine,182,-0.704752332,0d darkness
2-Isopropylmalic acid,182,-0.187425423,0d darkness
Histidine,182,-1.985650629,0d darkness
Iminodiacetic acid,182,-0.050029433,0d darkness
Leucine,182,-1.042011364,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,182,-2.437498596,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,182,-3.85053487,0d darkness
Lactobionic acid,182,0.304068997,0d darkness
Lactulose,182,-0.366387208,0d darkness
Isoleucine,182,-1.20304133,0d darkness
Loganin,182,0.902940002,0d darkness
"3,4-Dihydroxybenzoic acid",182,-0.792562877,0d darkness
Malic acid,182,-0.650554013,0d darkness
Mimosine,182,0.059105319,0d darkness
"N,N-Dimethylglycine",182,-0.655621484,0d darkness
N-Acetyl-L-Tyrosine,182,-2.608848696,0d darkness
Naringin,182,-1.07312101,0d darkness
N-Ethylmaleamic acid,182,0.445238776,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),182,0.009935029,0d darkness
O-palmitoyl-L-Carnitine chloride,182,-0.019241753,0d darkness
Pantothenic acid (Vitamine B5) ,182,-0.064087175,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,182,-0.731373888,0d darkness
3-Hydroxyphenylacetic acid,182,1.404550227,0d darkness
porphobilinogen,182,-0.637833972,0d darkness
Purine,182,-0.490717316,0d darkness
Pyroglutamic acid,182,-1.302478722,0d darkness
"Quercetin 3,7-dirhamnoside",182,-2.958541714,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,182,-3.860827734,0d darkness
Riboflavin ,182,-0.320787483,0d darkness
Rutin,182,-2.426918654,0d darkness
Saccharic acid,182,0.136930753,0d darkness
S-Adenosyl-L-Homocysteine,182,-0.781786253,0d darkness
Sedoheptulose,182,-0.016041007,0d darkness
Serine,182,-0.940102875,0d darkness
Sinapoylglucose,182,-2.053069702,0d darkness
Succinoadenosine,182,-0.429706738,0d darkness
"Trehalose, alpha,beta-",182,0.04302973,0d darkness
Tyrosine,182,-0.54119504,0d darkness
Uric acid,182,-1.702038378,0d darkness
Uridine,182,-0.868337413,0d darkness
Uridine-5'-diphosphogalactose,182,-0.581614633,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,183,-0.147965386,0d darkness
Phe-Val,183,1.079262175,0d darkness
6-Hydroxymelatonin,183,-0.023821703,0d darkness
adenine,183,0.260209458,0d darkness
Adenosine,183,-1.113384955,0d darkness
Allantoic acid,183,0.447801359,0d darkness
alpha-D-Galacturonic acid 1-phosphate,183,-1.849395308,0d darkness
alpha-Ketoglutaric acid,183,-1.023285083,0d darkness
Argininosuccinic acid,183,-0.802727733,0d darkness
Aspartic acid,183,-0.468365992,0d darkness
beta-Nicotinamide adenine dinucleotide,183,-0.609134162,0d darkness
Cellobiitol,183,0.010193166,0d darkness
Citric acid,183,1.910312024,0d darkness
Flavin Mononucleotide,183,-0.096117093,0d darkness
Flavine adenine dinucleotide (FAD),183,-0.278505745,0d darkness
Formimino-L-Aspartic acid,183,0.005564297,0d darkness
Glucoalyssin,183,-3.407417379,0d darkness
